cpu_usage,memory_usage,disk_read_iops,disk_write_iops,network_in,network_out,disk_read_latency,disk_write_latency,disk_free_space,packet_loss,network_latency,query_execution_time,active_connections,http_requests_per_sec,backend_latency,label,timestamp
57.43,27GB,482,286,31GB,9GB,1.02,3.24,630GB,0.62,24.61,18.89,131,1696,289.04,1,2025-04-19 06:09:16.811021
14.2,19GB,128,113,28GB,12GB,4.05,3.92,776GB,0.69,46.56,118.8,393,145,211.62,1,2025-04-19 06:09:31.811021
74.04,13GB,453,373,43GB,49GB,3.82,3.64,280GB,0.01,46.37,189.31,493,1180,398.07,1,2025-04-19 06:09:46.811021
21.81,11GB,216,249,40GB,15GB,2.28,1.56,610GB,0.05,73.1,27.43,53,1849,125.9,1,2025-04-19 06:10:01.811021
14.25,28GB,144,239,38GB,7GB,2.66,2.7,798GB,0.14,88.7,65.0,178,1047,241.17,1,2025-04-19 06:10:16.811021
42.9,8GB,249,76,11GB,11GB,1.35,4.01,425GB,0.99,45.27,148.0,264,576,284.94,1,2025-04-19 06:10:31.811021
76.02,30GB,282,366,15GB,11GB,3.0,3.02,748GB,0.18,70.12,184.39,337,1571,340.27,1,2025-04-19 06:10:46.811021
34.35,20GB,258,316,35GB,5GB,1.53,3.95,160GB,0.72,91.16,116.76,234,207,80.43,1,2025-04-19 06:11:01.811021
26.72,13GB,236,136,42GB,16GB,3.34,2.8,548GB,0.77,48.01,10.48,161,1590,97.99,1,2025-04-19 06:11:16.811021
22.23,10GB,483,345,24GB,30GB,4.5,4.6,254GB,0.92,69.46,18.83,58,120,228.54,1,2025-04-19 06:11:31.811021
106.6,200GB,3655,4254,453GB,226GB,36.35,70.16,2GB,14.22,1786.47,2205.48,3217,23223,4993.41,-1,2025-04-19 06:11:46.811021
47.96,19GB,421,139,42GB,34GB,1.47,4.01,359GB,0.05,61.3,189.96,413,550,102.67,1,2025-04-19 06:12:01.811021
74.81,16GB,107,265,24GB,25GB,1.24,2.98,638GB,0.12,35.33,126.14,498,859,357.3,1,2025-04-19 06:12:16.811021
37.08,25GB,251,403,13GB,42GB,4.89,4.01,275GB,0.45,33.86,161.62,278,1380,254.97,1,2025-04-19 06:12:31.811021
57.39,16GB,483,363,43GB,34GB,3.54,3.42,401GB,0.7,68.58,140.27,455,745,51.44,1,2025-04-19 06:12:46.811021
66.1,27GB,402,130,23GB,21GB,2.07,3.73,741GB,0.54,37.05,122.95,342,1718,126.92,1,2025-04-19 06:13:01.811021
70.44,11GB,74,62,29GB,31GB,4.98,1.91,110GB,0.82,61.04,180.24,133,1471,168.67,1,2025-04-19 06:13:16.811021
71.15,19GB,415,236,44GB,25GB,4.15,3.92,499GB,0.08,71.49,39.08,359,796,382.73,1,2025-04-19 06:13:31.811021
68.93,5GB,173,379,49GB,41GB,3.04,4.83,617GB,0.38,93.8,148.01,476,1721,314.7,1,2025-04-19 06:13:46.811021
41.61,15GB,335,359,20GB,49GB,2.62,3.37,322GB,0.82,68.29,52.2,259,1367,124.05,1,2025-04-19 06:14:01.811021
21.3,11GB,123,343,29GB,41GB,1.99,4.09,253GB,0.57,90.26,103.41,365,1117,179.64,1,2025-04-19 06:14:16.811021
18.82,10GB,161,377,30GB,40GB,3.43,1.86,622GB,0.18,42.09,126.37,90,874,371.83,1,2025-04-19 06:14:31.811021
63.8,26GB,63,261,49GB,7GB,3.67,2.53,281GB,0.99,22.79,14.88,255,1380,274.95,1,2025-04-19 06:14:46.811021
11.4,5GB,147,487,31GB,26GB,2.4,2.44,518GB,0.78,12.89,167.37,172,314,184.11,1,2025-04-19 06:15:01.811021
58.65,27GB,400,366,13GB,8GB,1.43,2.58,488GB,0.6,33.54,49.21,336,1949,226.34,1,2025-04-19 06:15:16.811021
41.19,21GB,236,482,7GB,41GB,1.76,4.32,457GB,0.68,78.81,89.42,245,1189,374.97,1,2025-04-19 06:15:31.811021
39.94,17GB,440,93,48GB,17GB,4.81,1.72,118GB,0.29,74.53,143.85,414,1823,306.86,1,2025-04-19 06:15:46.811021
52.83,8GB,334,344,21GB,24GB,2.99,3.83,428GB,0.51,67.1,157.66,135,1828,103.16,1,2025-04-19 06:16:01.811021
20.76,6GB,234,256,31GB,41GB,1.07,4.8,305GB,0.0,27.48,24.35,16,754,230.04,1,2025-04-19 06:16:16.811021
38.95,9GB,250,288,9GB,8GB,2.91,1.93,354GB,0.12,98.39,86.92,300,817,167.95,1,2025-04-19 06:16:31.811021
61.65,7GB,396,85,34GB,38GB,1.47,1.52,352GB,0.68,30.08,112.07,18,118,129.73,1,2025-04-19 06:16:46.811021
18.47,23GB,75,274,26GB,6GB,2.77,3.25,789GB,0.56,92.47,49.08,491,154,120.16,1,2025-04-19 06:17:01.811021
68.27,12GB,393,258,16GB,49GB,2.34,4.57,753GB,0.05,53.69,108.03,415,396,191.03,1,2025-04-19 06:17:16.811021
23.38,18GB,444,389,48GB,27GB,2.04,4.6,348GB,0.84,81.07,51.14,40,144,150.93,1,2025-04-19 06:17:31.811021
64.57,20GB,306,347,16GB,20GB,3.76,4.83,572GB,0.24,46.63,146.73,401,1243,127.88,1,2025-04-19 06:17:46.811021
22.97,28GB,122,377,6GB,24GB,3.05,3.65,772GB,0.24,70.91,124.78,75,251,68.16,1,2025-04-19 06:18:01.811021
11.97,5GB,340,264,31GB,33GB,1.87,1.87,576GB,0.71,90.95,168.0,316,199,122.4,1,2025-04-19 06:18:16.811021
100.78,145GB,2413,3153,267GB,117GB,64.91,55.26,9GB,47.1,1452.81,2946.84,4927,16026,2268.79,-1,2025-04-19 06:18:31.811021
13.77,7GB,264,282,28GB,31GB,1.3,2.67,160GB,0.3,50.82,176.16,132,912,210.71,1,2025-04-19 06:18:46.811021
38.05,25GB,280,483,44GB,30GB,1.7,2.51,251GB,0.73,72.75,86.14,459,1717,263.06,1,2025-04-19 06:19:01.811021
55.52,19GB,141,136,29GB,31GB,1.54,2.06,426GB,0.76,92.34,105.48,451,1607,125.7,1,2025-04-19 06:19:16.811021
28.07,5GB,229,154,42GB,37GB,1.74,1.95,403GB,0.91,95.78,127.37,80,1480,356.21,1,2025-04-19 06:19:31.811021
56.6,22GB,286,281,14GB,14GB,2.48,1.28,121GB,0.74,58.95,185.35,111,1356,240.31,1,2025-04-19 06:19:46.811021
11.28,19GB,107,363,34GB,19GB,4.77,1.49,712GB,0.95,35.73,146.94,486,1547,342.97,1,2025-04-19 06:20:01.811021
34.51,23GB,110,370,47GB,15GB,4.33,1.68,582GB,0.44,94.66,70.12,97,470,52.71,1,2025-04-19 06:20:16.811021
36.95,20GB,76,117,32GB,26GB,4.28,4.3,587GB,0.72,81.6,42.67,354,179,382.21,1,2025-04-19 06:20:31.811021
19.9,4GB,439,406,24GB,32GB,4.54,2.62,725GB,0.11,15.92,72.26,386,1523,222.38,1,2025-04-19 06:20:46.811021
47.31,11GB,284,337,12GB,13GB,3.32,2.17,576GB,0.74,44.5,183.86,161,928,82.22,1,2025-04-19 06:21:01.811021
67.42,16GB,460,375,42GB,35GB,3.04,1.3,436GB,0.99,54.76,49.95,418,131,219.07,1,2025-04-19 06:21:16.811021
12.24,22GB,59,331,47GB,30GB,4.9,1.16,147GB,0.86,54.21,164.17,353,1887,97.11,1,2025-04-19 06:21:31.811021
50.4,19GB,402,482,30GB,30GB,2.47,4.66,377GB,0.12,35.26,127.41,447,1060,376.67,1,2025-04-19 06:21:46.811021
58.58,18GB,54,64,27GB,15GB,2.05,2.13,304GB,0.08,78.97,130.07,366,549,104.72,1,2025-04-19 06:22:01.811021
28.76,14GB,130,132,35GB,37GB,1.93,4.7,664GB,0.16,66.37,157.22,373,1508,115.31,1,2025-04-19 06:22:16.811021
49.99,16GB,143,254,11GB,14GB,3.26,3.98,361GB,0.28,53.32,146.46,233,946,236.94,1,2025-04-19 06:22:31.811021
96.98,154GB,4699,4870,471GB,464GB,43.15,81.62,3GB,47.65,1443.64,2822.12,3860,29870,3760.94,-1,2025-04-19 06:22:46.811021
68.97,8GB,286,169,27GB,29GB,4.73,2.16,734GB,0.08,33.12,62.13,378,1722,225.08,1,2025-04-19 06:23:01.811021
109.37,76GB,2276,2835,115GB,357GB,65.39,22.26,1GB,27.48,1691.85,2292.19,4006,22084,3339.96,-1,2025-04-19 06:23:16.811021
56.85,13GB,345,348,15GB,38GB,3.41,4.87,717GB,0.89,79.2,168.42,206,1957,291.62,1,2025-04-19 06:23:31.811021
75.37,21GB,478,339,34GB,29GB,3.69,3.62,367GB,0.95,76.9,69.52,343,591,233.2,1,2025-04-19 06:23:46.811021
20.38,24GB,66,476,11GB,44GB,1.11,2.0,654GB,0.82,36.74,35.09,359,1256,362.35,1,2025-04-19 06:24:01.811021
94.65,130GB,3454,2549,155GB,450GB,92.98,38.84,5GB,10.17,1292.7,1276.61,3036,25373,2063.49,-1,2025-04-19 06:24:16.811021
46.62,24GB,282,291,44GB,39GB,2.68,2.36,586GB,0.68,85.34,43.93,368,1824,132.46,1,2025-04-19 06:24:31.811021
52.4,11GB,178,71,23GB,11GB,4.91,3.8,206GB,0.41,20.13,194.46,113,372,279.65,1,2025-04-19 06:24:46.811021
39.29,28GB,217,415,5GB,27GB,3.58,3.51,258GB,0.89,98.34,174.27,414,1847,80.74,1,2025-04-19 06:25:01.811021
54.62,16GB,114,135,34GB,34GB,4.7,2.88,112GB,0.94,53.4,109.95,432,552,151.91,1,2025-04-19 06:25:16.811021
50.96,19GB,293,382,49GB,13GB,3.01,1.74,197GB,0.98,70.21,29.26,358,444,169.42,1,2025-04-19 06:25:31.811021
60.29,27GB,469,93,29GB,11GB,4.79,2.96,159GB,0.7,22.14,180.45,85,1026,265.37,1,2025-04-19 06:25:46.811021
19.07,27GB,434,462,23GB,10GB,3.54,4.96,210GB,0.6,51.78,41.85,486,772,182.76,1,2025-04-19 06:26:01.811021
13.07,18GB,423,328,49GB,32GB,1.37,4.61,384GB,0.03,91.02,100.11,72,785,192.17,1,2025-04-19 06:26:16.811021
96.67,65GB,3732,2552,339GB,227GB,45.33,84.12,2GB,42.3,1110.57,1979.37,2334,26381,4494.61,-1,2025-04-19 06:26:31.811021
33.8,15GB,385,282,48GB,9GB,1.06,2.45,430GB,0.01,36.91,199.3,94,550,70.75,1,2025-04-19 06:26:46.811021
70.13,26GB,494,374,22GB,21GB,4.0,4.82,118GB,0.69,83.02,57.95,401,1444,314.92,1,2025-04-19 06:27:01.811021
32.45,12GB,308,73,41GB,6GB,4.5,4.88,736GB,0.13,90.67,138.65,132,1327,291.47,1,2025-04-19 06:27:16.811021
16.79,16GB,488,353,11GB,25GB,3.91,3.15,146GB,0.47,88.94,80.8,183,1385,290.53,1,2025-04-19 06:27:31.811021
42.21,20GB,336,101,8GB,31GB,1.46,3.65,368GB,0.24,98.64,29.25,10,1306,383.34,1,2025-04-19 06:27:46.811021
66.4,7GB,379,62,24GB,48GB,1.69,1.3,774GB,0.84,12.78,116.21,247,1378,312.03,1,2025-04-19 06:28:01.811021
46.27,18GB,488,418,24GB,11GB,1.7,3.08,227GB,0.0,83.98,185.41,387,876,290.88,1,2025-04-19 06:28:16.811021
55.83,17GB,91,452,18GB,5GB,1.48,2.74,358GB,0.14,39.58,163.1,331,1202,398.16,1,2025-04-19 06:28:31.811021
32.09,30GB,50,474,28GB,37GB,1.79,1.42,733GB,0.68,74.35,171.96,46,1535,285.83,1,2025-04-19 06:28:46.811021
48.49,18GB,207,160,14GB,45GB,1.99,2.11,606GB,0.5,96.14,38.17,168,1714,215.11,1,2025-04-19 06:29:01.811021
71.44,21GB,326,58,8GB,23GB,4.31,3.66,733GB,0.89,52.71,87.22,498,838,373.11,1,2025-04-19 06:29:16.811021
65.71,31GB,466,321,23GB,30GB,1.22,4.05,437GB,0.12,54.83,153.87,29,795,92.0,1,2025-04-19 06:29:31.811021
42.17,9GB,477,98,11GB,38GB,4.29,3.85,413GB,0.08,63.43,43.74,278,630,149.81,1,2025-04-19 06:29:46.811021
18.86,5GB,225,154,39GB,27GB,3.58,3.88,339GB,0.56,80.7,60.1,364,1551,214.63,1,2025-04-19 06:30:01.811021
48.55,27GB,416,310,15GB,32GB,1.57,2.52,453GB,0.93,86.57,118.11,476,1274,173.85,1,2025-04-19 06:30:16.811021
35.73,28GB,155,300,11GB,28GB,2.89,4.62,265GB,0.79,84.66,87.57,482,1625,173.15,1,2025-04-19 06:30:31.811021
71.07,9GB,307,401,37GB,29GB,1.49,3.36,716GB,0.24,32.35,17.94,60,1587,227.36,1,2025-04-19 06:30:46.811021
38.13,23GB,177,458,30GB,25GB,1.93,3.03,456GB,0.61,67.7,86.28,355,1300,311.02,1,2025-04-19 06:31:01.811021
39.08,25GB,397,167,47GB,25GB,3.96,3.49,297GB,0.26,70.33,163.8,428,1186,374.94,1,2025-04-19 06:31:16.811021
60.74,5GB,382,75,28GB,12GB,1.09,2.82,356GB,0.13,65.77,149.99,118,682,370.95,1,2025-04-19 06:31:31.811021
63.35,17GB,103,207,7GB,28GB,1.34,4.3,204GB,0.5,72.51,52.6,45,285,177.28,1,2025-04-19 06:31:46.811021
55.89,31GB,195,164,23GB,34GB,2.79,2.5,410GB,0.99,96.79,183.58,475,1338,187.43,1,2025-04-19 06:32:01.811021
21.28,29GB,143,430,36GB,14GB,1.42,4.44,700GB,0.53,16.43,134.04,204,1046,363.63,1,2025-04-19 06:32:16.811021
41.89,12GB,342,399,12GB,39GB,1.73,2.24,478GB,0.78,19.63,140.77,119,510,371.31,1,2025-04-19 06:32:31.811021
20.04,30GB,423,59,33GB,24GB,4.62,2.75,320GB,0.89,12.8,176.68,72,1473,152.84,1,2025-04-19 06:32:46.811021
31.85,7GB,190,267,30GB,18GB,3.06,2.73,550GB,0.07,64.53,104.67,94,779,340.49,1,2025-04-19 06:33:01.811021
22.54,25GB,387,430,34GB,48GB,2.36,1.27,361GB,0.77,22.75,95.29,472,1450,374.01,1,2025-04-19 06:33:16.811021
73.75,14GB,263,406,49GB,48GB,3.58,3.43,105GB,0.82,37.65,109.43,224,809,255.25,1,2025-04-19 06:33:31.811021
56.92,20GB,58,315,48GB,23GB,2.05,2.61,718GB,0.87,95.23,93.68,47,644,82.28,1,2025-04-19 06:33:46.811021
13.58,27GB,59,474,34GB,40GB,2.26,4.42,614GB,0.64,54.58,59.88,294,646,212.21,1,2025-04-19 06:34:01.811021
28.06,21GB,124,415,26GB,20GB,2.55,2.15,176GB,0.59,88.74,196.7,344,880,231.38,1,2025-04-19 06:34:16.811021
18.67,12GB,68,353,16GB,45GB,4.43,4.4,777GB,0.41,52.22,165.36,280,1009,114.68,1,2025-04-19 06:34:31.811021
37.46,17GB,256,385,27GB,8GB,4.5,4.03,639GB,0.53,89.4,198.27,283,324,78.39,1,2025-04-19 06:34:46.811021
54.53,6GB,250,287,16GB,40GB,4.44,1.99,647GB,0.63,31.32,76.07,365,1294,220.91,1,2025-04-19 06:35:01.811021
49.27,7GB,365,75,34GB,5GB,4.42,4.93,260GB,0.07,26.51,62.88,275,337,360.77,1,2025-04-19 06:35:16.811021
27.41,29GB,225,235,14GB,22GB,4.66,3.68,698GB,0.68,86.45,109.16,218,794,80.24,1,2025-04-19 06:35:31.811021
55.97,12GB,76,276,10GB,45GB,2.68,3.18,242GB,0.76,63.27,103.23,496,1605,387.59,1,2025-04-19 06:35:46.811021
17.98,12GB,390,98,34GB,46GB,4.48,3.07,201GB,0.37,56.16,109.94,33,384,109.54,1,2025-04-19 06:36:01.811021
111.0,168GB,2301,2086,276GB,349GB,81.06,88.02,3GB,26.57,1091.94,1220.37,4967,18156,4629.65,-1,2025-04-19 06:36:16.811021
25.11,16GB,470,365,21GB,29GB,4.85,4.19,492GB,0.72,28.49,196.83,302,971,156.36,1,2025-04-19 06:36:31.811021
35.94,12GB,404,383,41GB,13GB,4.08,3.01,795GB,0.54,48.7,25.55,75,1447,294.17,1,2025-04-19 06:36:46.811021
55.8,12GB,445,333,18GB,37GB,1.05,3.0,375GB,0.57,58.23,161.39,304,187,64.35,1,2025-04-19 06:37:01.811021
41.59,20GB,433,347,49GB,27GB,4.95,2.34,198GB,0.31,46.5,193.01,390,1027,356.37,1,2025-04-19 06:37:16.811021
46.12,24GB,162,134,30GB,22GB,1.33,3.03,581GB,0.54,47.12,135.85,495,552,363.33,1,2025-04-19 06:37:31.811021
30.99,22GB,415,205,13GB,5GB,3.39,2.08,792GB,0.96,78.7,22.66,53,388,368.14,1,2025-04-19 06:37:46.811021
74.29,19GB,208,355,43GB,45GB,4.99,4.07,301GB,0.36,19.56,189.99,119,878,147.6,1,2025-04-19 06:38:01.811021
20.0,21GB,256,330,5GB,37GB,4.1,4.87,129GB,0.04,59.7,154.12,67,1560,137.93,1,2025-04-19 06:38:16.811021
11.55,6GB,64,77,45GB,37GB,1.42,1.68,150GB,0.06,57.27,76.94,20,1420,298.32,1,2025-04-19 06:38:31.811021
102.03,136GB,3784,2696,350GB,151GB,36.59,45.74,6GB,16.85,722.49,2381.36,2433,22475,2200.45,-1,2025-04-19 06:38:46.811021
12.27,22GB,101,491,31GB,38GB,3.22,4.9,628GB,0.0,34.61,159.37,103,667,246.94,1,2025-04-19 06:39:01.811021
28.87,29GB,165,297,13GB,39GB,1.5,4.15,740GB,0.04,73.51,155.55,176,1573,251.33,1,2025-04-19 06:39:16.811021
11.76,12GB,494,79,27GB,13GB,2.99,1.33,155GB,0.59,31.71,153.77,288,462,319.49,1,2025-04-19 06:39:31.811021
35.05,14GB,294,459,11GB,11GB,2.42,1.87,115GB,0.79,52.66,69.93,70,1018,323.5,1,2025-04-19 06:39:46.811021
44.71,7GB,446,319,15GB,48GB,4.08,1.13,761GB,0.12,51.99,38.83,293,1905,173.45,1,2025-04-19 06:40:01.811021
72.17,13GB,390,415,30GB,12GB,3.56,1.58,152GB,0.02,43.36,110.93,62,791,86.93,1,2025-04-19 06:40:16.811021
48.45,23GB,303,334,37GB,26GB,1.92,2.81,371GB,0.19,16.72,42.57,429,1657,334.9,1,2025-04-19 06:40:31.811021
22.67,15GB,84,315,15GB,32GB,4.66,4.45,132GB,0.05,86.33,16.99,473,1424,276.37,1,2025-04-19 06:40:46.811021
42.74,22GB,429,312,35GB,21GB,4.74,1.49,455GB,0.74,98.2,37.32,440,1707,102.67,1,2025-04-19 06:41:01.811021
77.32,7GB,352,131,12GB,38GB,4.4,3.61,105GB,0.08,64.22,15.56,330,1799,386.98,1,2025-04-19 06:41:16.811021
71.59,27GB,334,370,48GB,34GB,3.23,1.24,152GB,0.51,93.44,144.73,305,1662,372.19,1,2025-04-19 06:41:31.811021
33.93,15GB,181,174,45GB,15GB,4.62,1.91,281GB,0.81,85.11,91.1,381,1738,223.09,1,2025-04-19 06:41:46.811021
29.98,22GB,61,100,14GB,21GB,2.38,3.14,796GB,0.16,90.03,30.64,143,1590,271.52,1,2025-04-19 06:42:01.811021
11.66,9GB,151,448,43GB,12GB,4.62,2.23,308GB,0.47,29.88,192.26,77,515,138.78,1,2025-04-19 06:42:16.811021
21.77,23GB,54,414,13GB,49GB,2.87,2.07,144GB,0.56,60.52,182.13,135,1787,135.28,1,2025-04-19 06:42:31.811021
60.74,9GB,186,461,38GB,48GB,4.25,1.39,433GB,0.52,97.76,181.85,434,1098,241.94,1,2025-04-19 06:42:46.811021
61.86,19GB,495,355,17GB,32GB,1.64,2.78,247GB,0.99,57.92,180.76,423,815,127.39,1,2025-04-19 06:43:01.811021
24.42,4GB,461,416,37GB,20GB,2.18,2.39,361GB,0.62,91.4,146.01,173,272,336.96,1,2025-04-19 06:43:16.811021
33.71,19GB,228,400,17GB,9GB,2.11,3.3,764GB,0.72,51.7,21.54,222,1494,106.1,1,2025-04-19 06:43:31.811021
45.68,5GB,490,355,23GB,15GB,3.58,2.68,158GB,0.29,69.33,62.97,238,922,178.87,1,2025-04-19 06:43:46.811021
28.81,24GB,489,437,31GB,13GB,3.06,4.45,280GB,0.81,28.71,152.13,89,1500,331.02,1,2025-04-19 06:44:01.811021
71.32,21GB,82,117,9GB,41GB,1.03,4.92,701GB,0.52,74.09,30.77,396,1935,106.53,1,2025-04-19 06:44:16.811021
22.84,4GB,254,283,7GB,38GB,4.94,3.17,511GB,0.08,19.89,190.61,101,369,360.76,1,2025-04-19 06:44:31.811021
31.06,16GB,50,183,17GB,34GB,3.62,3.54,676GB,0.15,86.63,83.2,138,1452,123.12,1,2025-04-19 06:44:46.811021
44.02,12GB,234,110,40GB,25GB,1.77,4.7,307GB,0.45,59.1,130.55,62,536,160.28,1,2025-04-19 06:45:01.811021
45.75,13GB,465,89,30GB,19GB,3.28,3.33,626GB,0.87,81.35,34.43,364,1413,375.25,1,2025-04-19 06:45:16.811021
19.02,21GB,215,150,46GB,27GB,2.52,1.81,743GB,0.36,33.03,46.82,490,466,54.0,1,2025-04-19 06:45:31.811021
38.62,6GB,83,191,20GB,31GB,1.89,1.59,555GB,0.05,51.75,89.04,451,1210,116.65,1,2025-04-19 06:45:46.811021
29.93,4GB,220,186,40GB,41GB,1.47,3.7,246GB,0.7,40.2,97.07,259,1473,109.44,1,2025-04-19 06:46:01.811021
59.66,24GB,361,62,15GB,45GB,3.98,3.67,798GB,0.03,71.96,102.17,489,355,132.78,1,2025-04-19 06:46:16.811021
22.89,26GB,343,137,47GB,42GB,1.88,3.42,769GB,0.6,98.76,126.23,374,177,65.32,1,2025-04-19 06:46:31.811021
28.57,6GB,313,308,13GB,41GB,1.34,3.49,555GB,0.02,53.05,169.33,390,740,81.34,1,2025-04-19 06:46:46.811021
51.32,25GB,289,415,7GB,38GB,1.27,1.05,511GB,0.3,10.67,31.09,422,446,259.48,1,2025-04-19 06:47:01.811021
51.21,15GB,205,479,5GB,32GB,1.82,1.02,584GB,0.01,15.04,49.29,354,823,94.33,1,2025-04-19 06:47:16.811021
20.82,16GB,196,84,39GB,46GB,3.84,2.13,728GB,0.58,54.64,176.54,28,275,386.34,1,2025-04-19 06:47:31.811021
68.12,5GB,195,406,31GB,34GB,4.49,2.69,233GB,0.03,79.1,137.6,388,849,207.4,1,2025-04-19 06:47:46.811021
54.28,10GB,210,311,20GB,14GB,2.81,3.47,511GB,0.26,37.68,138.57,477,1808,151.73,1,2025-04-19 06:48:01.811021
17.16,13GB,396,78,29GB,18GB,2.11,3.56,231GB,0.12,89.3,154.55,428,1124,81.39,1,2025-04-19 06:48:16.811021
67.93,14GB,459,69,39GB,42GB,3.97,3.25,605GB,0.05,29.94,28.89,202,1114,279.02,1,2025-04-19 06:48:31.811021
53.18,31GB,498,177,39GB,27GB,1.24,4.66,417GB,0.06,84.53,101.85,171,420,353.15,1,2025-04-19 06:48:46.811021
12.32,7GB,415,288,13GB,47GB,2.52,2.66,427GB,0.61,20.09,58.97,217,1920,300.92,1,2025-04-19 06:49:01.811021
51.67,10GB,142,414,9GB,46GB,4.56,4.92,687GB,0.57,98.72,24.18,252,1827,241.2,1,2025-04-19 06:49:16.811021
78.58,18GB,171,309,21GB,24GB,3.25,2.46,695GB,0.43,14.95,108.3,11,290,71.79,1,2025-04-19 06:49:31.811021
60.99,26GB,269,108,49GB,16GB,3.56,3.96,504GB,0.62,37.9,157.16,409,1131,174.12,1,2025-04-19 06:49:46.811021
53.78,15GB,294,417,29GB,9GB,3.69,2.62,502GB,0.29,93.64,164.72,477,637,370.37,1,2025-04-19 06:50:01.811021
32.91,17GB,76,191,27GB,38GB,1.92,4.75,366GB,0.37,61.28,133.47,307,1787,183.0,1,2025-04-19 06:50:16.811021
62.71,29GB,375,197,11GB,8GB,4.1,4.99,312GB,0.62,72.54,180.94,308,108,157.09,1,2025-04-19 06:50:31.811021
42.95,21GB,164,399,34GB,33GB,3.08,2.26,474GB,0.57,43.2,62.2,151,552,257.95,1,2025-04-19 06:50:46.811021
31.96,21GB,141,421,11GB,15GB,4.78,3.68,790GB,0.3,67.17,144.26,379,449,365.51,1,2025-04-19 06:51:01.811021
106.61,126GB,2111,3875,387GB,155GB,36.35,39.99,2GB,26.91,1386.93,2320.49,4455,28952,2806.62,-1,2025-04-19 06:51:16.811021
29.58,23GB,68,318,37GB,45GB,1.43,4.12,159GB,0.72,85.65,116.13,394,351,316.9,1,2025-04-19 06:51:31.811021
27.33,7GB,63,398,13GB,17GB,4.92,3.71,460GB,0.28,46.65,80.24,481,624,68.54,1,2025-04-19 06:51:46.811021
22.42,21GB,479,389,16GB,40GB,4.04,1.27,503GB,0.38,45.52,60.37,171,1700,350.56,1,2025-04-19 06:52:01.811021
44.25,14GB,497,200,48GB,27GB,2.76,4.06,359GB,0.3,12.9,67.68,139,553,246.89,1,2025-04-19 06:52:16.811021
26.1,30GB,358,429,21GB,15GB,3.95,1.23,267GB,0.61,28.3,87.32,99,1517,137.74,1,2025-04-19 06:52:31.811021
65.32,12GB,243,170,43GB,37GB,1.61,1.93,139GB,0.97,20.67,171.92,488,826,212.42,1,2025-04-19 06:52:46.811021
44.37,22GB,70,130,6GB,27GB,1.1,4.95,701GB,0.12,32.82,160.79,284,1011,116.48,1,2025-04-19 06:53:01.811021
68.45,11GB,223,417,48GB,49GB,2.0,3.66,464GB,0.91,77.45,19.06,262,157,279.62,1,2025-04-19 06:53:16.811021
26.1,15GB,185,274,31GB,18GB,1.67,2.65,591GB,1.0,22.27,76.33,404,1592,127.24,1,2025-04-19 06:53:31.811021
39.78,19GB,405,175,9GB,29GB,4.89,2.38,354GB,0.85,21.24,35.65,29,630,190.04,1,2025-04-19 06:53:46.811021
39.98,26GB,430,430,28GB,38GB,3.73,2.52,260GB,0.28,58.95,149.07,463,1144,274.78,1,2025-04-19 06:54:01.811021
19.45,27GB,70,432,45GB,25GB,2.53,4.07,520GB,0.31,59.47,127.09,15,1224,119.51,1,2025-04-19 06:54:16.811021
41.66,27GB,428,102,21GB,38GB,1.97,3.58,368GB,0.77,51.34,51.49,263,1959,245.89,1,2025-04-19 06:54:31.811021
23.77,7GB,136,470,37GB,28GB,4.04,4.04,545GB,0.45,54.55,110.94,167,912,170.19,1,2025-04-19 06:54:46.811021
14.56,19GB,458,253,15GB,13GB,3.1,3.61,696GB,0.56,83.7,110.19,253,1155,375.54,1,2025-04-19 06:55:01.811021
21.98,22GB,368,109,27GB,17GB,4.72,3.26,512GB,0.82,63.2,170.41,498,918,310.44,1,2025-04-19 06:55:16.811021
28.11,16GB,358,343,29GB,17GB,1.15,4.65,752GB,0.42,45.33,134.53,12,560,207.97,1,2025-04-19 06:55:31.811021
39.27,16GB,281,169,5GB,11GB,2.4,3.47,174GB,0.08,45.14,122.42,146,497,214.96,1,2025-04-19 06:55:46.811021
48.48,26GB,458,489,9GB,22GB,4.66,2.71,407GB,0.62,89.57,55.03,429,289,353.28,1,2025-04-19 06:56:01.811021
11.55,30GB,133,476,42GB,33GB,3.49,4.03,681GB,0.91,85.23,46.23,145,633,359.17,1,2025-04-19 06:56:16.811021
46.14,6GB,422,119,37GB,28GB,3.74,2.58,443GB,0.77,48.37,50.14,459,1214,322.2,1,2025-04-19 06:56:31.811021
59.08,27GB,88,110,10GB,41GB,3.37,4.5,483GB,0.06,88.66,109.54,469,676,109.13,1,2025-04-19 06:56:46.811021
37.84,4GB,248,139,45GB,17GB,3.02,1.78,444GB,0.99,80.64,61.55,333,912,225.07,1,2025-04-19 06:57:01.811021
14.75,25GB,359,326,24GB,18GB,2.21,4.15,632GB,0.89,81.69,167.68,271,1308,91.33,1,2025-04-19 06:57:16.811021
50.48,9GB,273,286,33GB,44GB,2.81,3.8,398GB,0.76,24.8,159.97,438,696,51.48,1,2025-04-19 06:57:31.811021
10.31,7GB,350,299,32GB,9GB,4.9,4.77,461GB,0.56,80.63,29.99,350,1241,263.27,1,2025-04-19 06:57:46.811021
49.6,16GB,357,97,38GB,15GB,3.03,2.02,771GB,0.24,20.06,102.98,249,1149,348.27,1,2025-04-19 06:58:01.811021
